bucket,soccerwiki_name,soccerwiki_id,soccerwiki_rating,soccerwiki_club,confidence,method,tbg_player_id,transfermarkt_id,canonical_name,current_club,position,reasons
auto_link,Luka Vušković,,88,Tottenham Hotspur,0.9,name_key,tbg-tm-00892160,892160,Luka Vuskovic,Tottenham Hotspur,Centre-Back,exact canonical/alias name key
auto_link,Marco Palestra,,88,Chelsea,0.9,name_key,tbg-tm-00895937,895937,Marco Palestra,Chelsea FC,Right-Back,exact canonical/alias name key
auto_link,Mathias Jensen,,88,Brentford,0.9,name_key,tbg-tm-00319859,319859,Mathias Jensen,Brentford FC,Central Midfield,exact canonical/alias name key
auto_link,Michael Kayode,,88,Brentford,0.9,name_key,tbg-tm-00823486,823486,Michael Kayode,Brentford FC,Right-Back,exact canonical/alias name key
auto_link,Myles Lewis-Skelly,,88,Arsenal,0.9,name_key,tbg-tm-00890721,890721,Myles Lewis-Skelly,Arsenal FC,Central Midfield,exact canonical/alias name key
auto_link,Neco Williams,,88,Nottingham Forest,0.9,name_key,tbg-tm-00503680,503680,Neco Williams,Nottingham Forest,Left-Back,exact canonical/alias name key
auto_link,Nicolás Domínguez,,88,Nottingham Forest,0.9,name_key,tbg-tm-00497291,497291,Nicolás Domínguez,Nottingham Forest,Central Midfield,exact canonical/alias name key
auto_link,Ross Barkley,,88,Aston Villa,0.9,name_key,tbg-tm-00131978,131978,Ross Barkley,Aston Villa,Central Midfield,exact canonical/alias name key
auto_link,Ryan Christie,,88,AFC Bournemouth,0.9,name_key,tbg-tm-00188077,188077,Ryan Christie,AFC Bournemouth,Central Midfield,exact canonical/alias name key
auto_link,Ryan Sessegnon,,88,Fulham,0.9,name_key,tbg-tm-00392775,392775,Ryan Sessegnon,Fulham FC,Left-Back,exact canonical/alias name key
auto_link,Saša Lukić,,88,Fulham,0.9,name_key,tbg-tm-00245056,245056,Saša Lukić,Fulham FC,Central Midfield,exact canonical/alias name key
auto_link,Sean Longstaff,,88,Leeds United,0.9,name_key,tbg-tm-00346707,346707,Sean Longstaff,Leeds United,Central Midfield,exact canonical/alias name key
auto_link,Simon Adingra,,88,Sunderland,0.9,name_key,tbg-tm-00658536,658536,Simon Adingra,Sunderland AFC,Left Winger,exact canonical/alias name key
auto_link,Stefan Ortega,,88,Nottingham Forest,0.9,name_key,tbg-tm-00085941,85941,Stefan Ortega,Without Club,Goalkeeper,exact canonical/alias name key
auto_link,Thierno Barry,,88,Everton,0.9,name_key,tbg-tm-00937941,937941,Thierno Barry,Everton FC,Centre-Forward,exact canonical/alias name key
auto_link,Timothy Castagne,,88,Fulham,0.9,name_key,tbg-tm-00262226,262226,Timothy Castagne,Fulham FC,Right-Back,exact canonical/alias name key
auto_link,Tosin Adarabioyo,,88,Chelsea,0.9,name_key,tbg-tm-00258878,258878,Tosin Adarabioyo,Chelsea FC,Centre-Back,exact canonical/alias name key
auto_link,Trai Hume,,88,Sunderland,0.9,name_key,tbg-tm-00515544,515544,Trai Hume,Sunderland AFC,Right-Back,exact canonical/alias name key
auto_link,Victor Lindelöf,,88,Aston Villa,0.9,name_key,tbg-tm-00184573,184573,Victor Lindelöf,Aston Villa,Centre-Back,exact canonical/alias name key
auto_link,Vitaly Janelt,,88,Brentford,0.9,name_key,tbg-tm-00270171,270171,Vitaly Janelt,Brentford FC,Defensive Midfield,exact canonical/alias name key
auto_link,Vitor Rayan,,88,AFC Bournemouth,0.9,name_key,tbg-tm-01012564,1012564,Rayan Vitor Simplício Rocha,AFC Bournemouth,Right Winger,exact canonical/alias name key
auto_link,Wataru Endo,,88,Liverpool,0.9,name_key,tbg-tm-00146310,146310,Wataru Endo,Liverpool FC,Defensive Midfield,exact canonical/alias name key
auto_link,Wesley Fofana,,88,Chelsea,0.9,name_key,tbg-tm-00475411,475411,Wesley Fofana,Chelsea FC,Centre-Back,exact canonical/alias name key
auto_link,Yasin Ayari,,88,Brighton & Hove Albion,0.9,name_key,tbg-tm-00667287,667287,Yasin Ayari,Brighton & Hove Albion,Central Midfield,exact canonical/alias name key
auto_link,Yehor Yarmolyuk,,88,Brentford,0.9,name_key,tbg-tm-00717411,717411,Yegor Yarmolyuk,Brentford FC,Central Midfield,exact canonical/alias name key
auto_link,Yves Bissouma,,88,Tottenham Hotspur,0.9,name_key,tbg-tm-00410425,410425,Yves Bissouma,Without Club,Defensive Midfield,exact canonical/alias name key
auto_link,Ben Davies,,87,Tottenham Hotspur,0.9,name_key,tbg-tm-00192765,192765,Ben Davies,Tottenham Hotspur,Centre-Back,exact canonical/alias name key
auto_link,Brajan Gruda,,87,Brighton & Hove Albion,0.9,name_key,tbg-tm-00700106,700106,Brajan Gruda,Brighton & Hove Albion,Attacking Midfield,exact canonical/alias name key
auto_link,Cheick Doucouré,,87,Crystal Palace,0.9,name_key,tbg-tm-00543387,543387,Cheick Doucouré,Crystal Palace,Defensive Midfield,exact canonical/alias name key
auto_link,Felipe Morato,,87,Nottingham Forest,0.9,name_key,tbg-tm-00673492,673492,Felipe Rodrigues da Silva,Nottingham Forest,Centre-Back,exact canonical/alias name key
auto_link,Filip Jorgensen,,87,Chelsea,0.9,name_key,tbg-tm-00585323,585323,Filip Jørgensen,Chelsea FC,Goalkeeper,exact canonical/alias name key
auto_link,Jack Harrison,,87,Leeds United,0.9,name_key,tbg-tm-00417346,417346,Jack Harrison,Leeds United,Left Winger,exact canonical/alias name key
auto_link,Joe Rodon,,87,Leeds United,0.9,name_key,tbg-tm-00297212,297212,Joe Rodon,Leeds United,Centre-Back,exact canonical/alias name key
auto_link,Joël Veltman,,87,Brighton & Hove Albion,0.9,name_key,tbg-tm-00111195,111195,Joël Veltman,Without Club,Right-Back,exact canonical/alias name key
auto_link,Lucas Perri,,87,Leeds United,0.9,name_key,tbg-tm-00352041,352041,Lucas Perri,Leeds United,Goalkeeper,exact canonical/alias name key
auto_link,Mamadou Sarr,,87,Chelsea,0.9,name_key,tbg-tm-00910905,910905,Mamadou Sarr,Chelsea FC,Centre-Back,exact canonical/alias name key
auto_link,Marco Bizot,,87,Aston Villa,0.9,name_key,tbg-tm-00124884,124884,Marco Bizot,Aston Villa,Goalkeeper,exact canonical/alias name key
auto_link,Martin Dúbravka,,87,Tottenham Hotspur,0.9,name_key,tbg-tm-00074960,74960,Martin Dúbravka,Tottenham Hotspur,Goalkeeper,exact canonical/alias name key
auto_link,Mike Penders,,87,Chelsea,0.9,name_key,tbg-tm-00834397,834397,Mike Penders,Chelsea FC,Goalkeeper,exact canonical/alias name key
unmatched,Odysseas Vlachodimos,,87,Newcastle United,0,none,,,,,,no identity match
auto_link,Radu Drăgușin,,87,Tottenham Hotspur,0.9,name_key,tbg-tm-00568559,568559,Radu Drăgușin,Tottenham Hotspur,Centre-Back,exact canonical/alias name key
auto_link,Ryan Yates,,87,Nottingham Forest,0.9,name_key,tbg-tm-00425902,425902,Ryan Yates,Nottingham Forest,Central Midfield,exact canonical/alias name key
